open,high,low,close,volume,log_return,sma_5,sma_10,sma_20,sma_50,rsi_14,vol_20,ema_20,macd_line,macd_signal,macd_hist,atr_14,bb_mavg_20,bb_upper_20,bb_lower_20,stoch_k,stoch_d,adx_14,wr_14,obv,doji,hammer,hanging_man,bullish_engulfing,bearish_engulfing,shooting_star,morning_star,evening_star,inside_bar,outside_bar,tweezer_top,tweezer_bottom,three_white_soldiers,three_black_crows,bullish_harami,bearish_harami,dark_cloud_cover,piercing_line,body_size,range_size,upper_shadow,lower_shadow,rel_body_size,rel_upper_shadow,rel_lower_shadow,body_position,body_type,avg_rel_body_5,avg_upper_shadow_5,avg_lower_shadow_5,avg_body_pos_5,body_momentum_5,avg_rel_body_10,avg_upper_shadow_10,avg_lower_shadow_10,avg_body_pos_10,body_momentum_10,avg_rel_body_20,avg_upper_shadow_20,avg_lower_shadow_20,avg_body_pos_20,body_momentum_20,sentiment,sentiment_magnitude,hour,day_of_week,month,quarter,price_change_pct,high_low_pct,volume_ma_20,volume_ratio,volume_change
100.41509185807698,100.41509185807698,99.23138360984915,100.0,107783,0.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,25.0,-50.0,107783.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4150918580769769,1.1837082482278305,0.0,0.7686163901508536,0.3506707490620471,0.0,0.6493292509379529,84.65561178530486,-1,0.3506707490620471,0.0,0.7686163901508536,84.65561178530486,0.0,0.3506707490620471,0.0,0.7686163901508536,84.65561178530486,0.0,0.3506707490620471,0.0,0.7686163901508536,84.65561178530486,0.0,0.0,0.0,0,0,1,1,0.0,0.011837082482278305,107783.0,1.0,0.0
102.5125649893577,102.5125649893577,100.01756677830437,101.49200603964894,143547,0.014809851162098707,100.74600301982447,100.74600301982447,100.74600301982447,100.74600301982447,50.0,0.03311583393510697,101.49200603964894,0.0,0.0,0.0,0.0,101.49200603964894,101.49200603964894,101.49200603964894,0.0,0.0,25.0,-50.0,251330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0205589497087573,2.4949982110533284,0.0,1.4744392613445712,0.40904195649819797,0.0,0.590958043501802,40.88270887835242,-1,0.37985635278012253,0.0,1.1215278257477124,62.76916033182864,0.0,0.37985635278012253,0.0,1.1215278257477124,62.76916033182864,0.0,0.37985635278012253,0.0,1.1215278257477124,62.76916033182864,0.0,0.0,0.0,0,1,1,1,0.01492006039648941,0.02458319929235245,125665.0,1.142298969482354,0.33181485020828894
99.67076994755656,99.9866946050354,98.65551522272334,99.35713275263389,100352,-0.02125927654087914,100.28304626409427,100.28304626409427,100.28304626409427,100.28304626409427,50.0,0.06620289526630849,99.35713275263389,0.0,0.0,0.0,0.0,99.35713275263389,99.35713275263389,99.35713275263389,0.0,0.0,25.0,-50.0,150978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31363719492267705,1.3311793823120581,0.31592465747883125,0.7016175299105498,0.23560851309005137,0.23732688597544058,0.527064600934508,74.75622945515764,-1,0.3317737395500988,0.10530821915961042,0.9815577271353249,66.76485003960498,0.0,0.3317737395500988,0.10530821915961042,0.9815577271353249,66.76485003960498,0.0,0.3317737395500988,0.10530821915961042,0.9815577271353249,66.76485003960498,0.0,0.0,0.0,0,2,1,1,-0.021034891025614844,0.013397924692797353,117227.33333333333,0.8560460870900416,-0.3009118964520331
99.52558507192965,101.52643136529788,99.52558507192965,99.88358341405431,110232,0.0052845813518653684,100.18318055158429,100.18318055158429,100.18318055158429,100.18318055158429,50.0,0.059113285949429925,99.88358341405431,0.0,0.0,0.0,0.0,99.88358341405431,99.88358341405431,99.88358341405431,0.0,0.0,25.0,-50.0,261210.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.35799834212465953,2.0008462933682267,1.6428479512435672,0.0,0.17892346019343883,0.8210765398065611,0.0,49.83120621182209,1,0.2935611697109338,0.4896931521805996,0.7361682953514936,62.53143908265925,0.0,0.2935611697109338,0.4896931521805996,0.7361682953514936,62.53143908265925,0.0,0.2935611697109338,0.4896931521805996,0.7361682953514936,62.53143908265925,0.0,0.0,0.0,0,3,1,1,0.0052985693813358825,0.02003178325184811,115478.5,0.9545673004065692,0.09845344387755106
103.77780061308228,106.48629922153042,102.6732122330696,103.5147841618177,84796,0.035709102686446115,100.84950127363098,100.84950127363098,100.84950127363098,100.84950127363098,50.0,0.0833233264807259,103.5147841618177,0.0,0.0,0.0,0.0,103.5147841618177,103.5147841618177,103.5147841618177,0.0,0.0,25.0,-50.0,346006.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2630164512645763,3.8130869884608103,2.7084986084481386,0.8415719287480954,0.06897730160904235,0.7103165012087622,0.22070619718219545,27.18172774476562,-1,0.2486443960905555,0.9334542434341074,0.757249022030814,55.46149681508052,0.0,0.2486443960905555,0.9334542434341074,0.757249022030814,55.46149681508052,0.0,0.2486443960905555,0.9334542434341074,0.757249022030814,55.46149681508052,0.0,0.0,0.0,0,4,1,1,0.036354329947402064,0.03683615842255023,109342.0,0.7755116972435112,-0.23074969155961966
103.45799361167374,104.7836883005733,101.96007602535624,103.1973350449553,106903,-0.0030714151413824176,101.48896828262203,101.24080690218501,101.24080690218501,101.24080690218501,50.0,0.07786096489552091,103.1973350449553,0.0,0.0,0.0,0.0,103.1973350449553,103.1973350449553,103.1973350449553,0.0,0.0,25.0,-50.0,239103.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.26065856671844756,2.8236122752170587,1.32569468889956,1.2372590195990512,0.09231386653410481,0.46950309025613307,0.4381830432097621,36.59414050407166,-1,0.19697301958496707,1.1985931812140194,0.8509775479204535,45.84920255883388,-0.15443329135852935,0.22258930783114705,0.9988276510116828,0.8372506882921869,52.31693742991238,0.0,0.22258930783114705,0.9988276510116828,0.8372506882921869,52.31693742991238,0.0,0.0,0.0,0,5,1,1,-0.003066703171270335,0.02736129061847405,108935.5,0.9813421703668684,0.2607080522666163
103.80973414374576,104.33143699405,102.16771538909617,103.1846163885493,114789,-0.00012325357264775705,101.82749035240211,101.51849397166563,101.51849397166563,101.51849397166563,50.0,0.07257320611909454,103.1846163885493,0.0,0.0,0.0,0.0,103.1846163885493,103.1846163885493,103.1846163885493,0.0,0.0,25.0,-50.0,124314.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.625117755196456,2.163721604953821,0.5217028503042371,1.016900999453128,0.2889085886859264,0.24111366689217464,0.469977744421899,47.832944418169,-1,0.17294634602251274,1.3029337512748669,0.7594698955421648,47.23924966679721,-0.2749372429354153,0.23206349081040129,0.9306669651963334,0.8629150184580355,51.67636699966333,0.0,0.23206349081040129,0.9306669651963334,0.8629150184580355,51.67636699966333,0.0,0.0,0.0,0,6,1,1,-0.00012324597723822883,0.02096942044932519,109771.71428571429,1.0457065442307543,0.07376780819995687
104.71890963070466,105.64879549407638,102.68899585832051,104.60780985839185,184405,0.013698436948172535,102.8776257735537,101.90465845750641,101.90465845750641,101.90465845750641,50.0,0.06924207015213057,104.60780985839185,0.0,0.0,0.0,0.0,104.60780985839185,104.60780985839185,104.60780985839185,0.0,0.0,25.0,-50.0,308719.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1110997723128122,2.9597996357558713,0.9298858633717231,1.918814000071336,0.037536247714430045,0.3141718960088491,0.6482918562767208,35.3616368081684,-1,0.1333318929473885,1.4257259924534451,1.002909189574322,39.36033113739935,-0.25080396949356515,0.20774758542340485,0.9305693274682572,0.9949023911596981,49.63702572572646,0.0,0.20774758542340485,0.9305693274682572,0.9949023911596981,49.63702572572646,0.0,0.0,0.0,0,0,1,1,0.013792690418922504,0.028294251067511766,119100.875,1.5483093638061014,0.6064692609919069
104.92710190117108,104.92710190117108,103.76263175432922,104.22371679691601,65655,-0.003678501045663393,103.74565245012602,102.1623316063297,102.1623316063297,102.1623316063297,50.0,0.06658032628024806,104.22371679691601,0.0,0.0,0.0,0.0,104.22371679691601,104.22371679691601,104.22371679691601,0.0,0.0,25.0,-50.0,243064.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7033851042550765,1.1644701468418646,0.0,0.46108504258678806,0.604038760600873,0.0,0.395961239399127,89.80514411010051,-1,0.21835495302887536,1.0971564022047318,1.0951261980916798,47.35511871705504,-0.10175628658756963,0.25177993822090133,0.8271727355273397,0.9355893524293748,54.10014999065691,0.0,0.25177993822090133,0.8271727355273397,0.9355893524293748,54.10014999065691,0.0,0.0,0.0,0,1,1,1,-0.003671743648928194,0.01117279427974038,113162.44444444444,0.580183649463603,-0.6439630161871966
102.00797040128315,102.64817709344395,102.00797040128315,102.31828980887512,188769,-0.018451268848325313,103.50635357953752,102.17792742658425,102.17792742658425,102.17792742658425,50.0,0.07032648639201929,102.31828980887512,0.0,0.0,0.0,0.0,102.31828980887512,102.31828980887512,102.31828980887512,0.0,0.0,25.0,-50.0,54295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31031940759197596,0.6402066921608025,0.32988728456882654,0.0,0.48471753168433324,0.5152824683156668,0.0,159.57835392232752,1,0.3015029990439335,0.6214341374288693,0.9268118123420607,73.83444395256743,-0.07194443800457577,0.27507369756724454,0.7774441904314884,0.8420304171864373,64.64797038382397,0.0,0.27507369756724454,0.7774441904314884,0.8420304171864373,64.64797038382397,0.0,0.0,0.0,0,2,1,1,-0.018282086329291847,0.006257011267063523,120723.1,1.5636526895018434,1.8751656385652273
